array_type,time,element_size
sliced, 0.042385, 1904
SQ, 0.044595, 1904
HAT, 0.035290, 1904
MSarray_2, 0.015171, 1904
MSarray_3, 0.078610, 1904
MSarray_4, 0.138150, 1904
base, 0.052453, 1920
mono, 0.053120, 1920
sliced, 0.042672, 1920
SQ, 0.044531, 1920
HAT, 0.035202, 1920
MSarray_2, 0.014452, 1920
MSarray_3, 0.077194, 1920
MSarray_4, 0.259943, 1920
base, 0.039290, 1936
mono, 0.040298, 1936
sliced, 0.043764, 1936
SQ, 0.045569, 1936
HAT, 0.034593, 1936
MSarray_2, 0.014557, 1936
MSarray_3, 0.081737, 1936
MSarray_4, 0.248618, 1936
base, 0.038781, 1952
mono, 0.060838, 1952
sliced, 0.042649, 1952
SQ, 0.044895, 1952
HAT, 0.036336, 1952
MSarray_2, 0.014212, 1952
MSarray_3, 0.082939, 1952
MSarray_4, 0.280082, 1952
